player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Rodrigue Beaubois,DAL,22.7,Wing,481,79,80,1,12,34,0,15,42,26,89,79,93,26,90,84,10,6,2,7,8,21,0,76,42,38,99,43,76,76,98,4,53,88,10,70,6,22,3,30,88,78,80,10,34,11,45,74,67,76,7,2,13,0,27,1,79,2,63,2,3,8,70,17,35,14,28,18,60,39,28,1,2,59,1,61,11,17,94,84,2,4,71,6,73,7,68,3,52,5,36,78,32,16,15,99,7,20,73,53,24,29,36,74,58,67,22,84,67,93,90
Marco Belinelli,NOP,24.6,Wing,1922,14,18,56,8,17,0,17,52,31,79,36,56,74,26,23,64,62,82,87,58,54,50,24,20,42,59,40,24,25,76,31,60,63,53,74,79,3,16,15,37,22,13,75,36,55,75,85,87,24,10,30,10,36,64,41,12,43,12,82,67,42,79,90,86,79,79,32,86,68,49,75,70,81,43,12,13,56,67,65,82,84,74,90,70,57,73,80,78,87,79,24,68,76,78,50,87,83,18,25,67,51,73,77,78,39,84,13,7,14,44
Charlie Bell,GSW,31.6,Wing,123,0,95,47,85,17,0,0,0,0,50,100,7,2,64,93,97,82,28,37,17,48,56,98,98,98,2,47,98,100,5,35,54,7,95,32,98,99,100,33,92,84,39,58,30,36,71,68,75,98,13,45,25,37,24,71,25,95,42,28,72,13,19,32,78,5,2,93,98,99,22,16,13,8,47,31,32,99,79,92,28,1,10,1,1,3,1,3,28,5,2,0,1,55,13,0,0,0,2,38,88,78,98,22,82,1,0,0,0,1,4
Raja Bell,UTA,34.1,Wing,2080,34,41,49,25,12,0,21,94,15,69,0,9,44,33,66,55,14,32,24,78,17,41,12,27,20,6,97,12,29,19,26,7,5,33,49,9,61,19,54,31,38,29,63,45,54,77,57,69,12,27,55,28,61,60,79,12,65,13,32,43,16,30,35,42,33,41,45,13,19,24,39,32,65,46,67,62,56,19,28,32,34,22,44,47,31,79,32,34,31,38,89,21,73,69,32,42,40,10,16,93,75,68,60,70,32,41,7,23,8,29
Mike Bibby,ATL,32.5,Point,1670,40,14,43,10,52,0,26,2,14,21,95,12,88,9,36,86,82,76,76,86,68,9,74,83,52,34,58,74,60,62,49,55,32,83,82,76,34,53,96,49,86,76,58,46,52,23,29,22,74,90,83,91,67,71,65,91,82,92,76,75,70,44,38,46,33,79,18,64,42,65,82,83,33,14,54,28,82,80,82,76,49,64,65,17,73,28,71,73,79,98,91,28,41,36,55,98,92,5,3,64,17,91,97,93,36,92,5,21,7,17
Mike Bibby,MIA,32.5,Point,556,60,10,36,3,76,97,0,0,9,10,91,3,98,0,5,12,13,72,75,80,8,61,1,19,2,4,27,1,9,5,45,30,21,53,36,19,40,24,59,49,57,22,89,95,99,10,7,4,1,1,69,1,2,73,2,2,89,2,72,93,13,13,47,72,13,80,49,54,55,74,14,28,81,21,24,12,46,73,67,72,50,5,80,2,22,8,95,43,97,100,91,28,19,26,94,89,100,3,0,36,0,98,98,100,24,100,0,3,3,14
Andris Biedrins,GSW,24.6,Big,1390,54,89,28,74,83,58,92,0,4,33,84,9,41,51,82,24,9,13,29,19,40,9,19,3,13,96,97,19,9,93,21,89,91,56,30,8,7,2,41,16,18,43,86,4,22,84,76,83,19,16,3,39,2,15,6,75,4,78,13,10,56,44,37,23,62,48,21,17,11,53,60,61,71,82,50,67,24,19,17,13,59,79,52,78,55,50,46,51,49,70,52,60,6,53,0,0,0,66,93,6,41,0,0,0,74,0,44,19,74,0
Chauncey Billups,DEN,34.1,Combo,1641,63,33,92,6,12,76,53,98,82,88,14,59,100,65,57,35,69,62,70,49,10,95,68,96,5,40,56,68,92,31,68,60,70,37,73,66,95,94,49,77,71,77,10,22,6,46,90,82,68,43,81,40,83,82,93,19,87,18,62,83,23,10,42,27,73,65,98,43,87,46,84,77,6,52,96,95,52,40,43,62,12,10,23,5,14,15,25,13,34,96,43,88,27,49,36,95,95,29,22,65,41,41,78,76,33,95,63,61,55,92
Chauncey Billups,NYK,34.1,Combo,662,22,20,61,59,35,0,88,95,88,90,4,76,90,78,51,80,21,60,46,28,97,84,7,26,1,91,60,7,5,96,72,6,63,2,4,94,76,95,12,57,29,43,67,44,56,55,46,52,7,52,28,56,40,11,32,59,33,66,60,51,93,99,77,95,16,24,98,98,100,64,10,19,69,43,92,90,4,8,5,60,47,90,48,53,93,75,72,97,71,47,14,98,65,92,0,35,33,43,10,39,20,39,92,86,73,34,98,96,94,98
DeJuan Blair,SAS,21.5,Big,1639,31,100,47,97,78,80,97,33,33,28,67,69,40,64,49,36,41,48,37,67,92,2,37,21,62,33,78,37,28,61,73,77,72,77,22,35,17,16,14,56,39,57,54,9,13,90,71,84,37,32,38,24,32,51,16,46,22,52,48,32,77,90,69,83,25,26,51,5,15,54,67,66,94,83,16,35,16,19,15,48,75,92,69,69,70,54,68,87,64,49,31,51,12,30,0,0,0,78,76,16,25,0,61,53,52,0,40,24,52,0
Steve Blake,LAL,30.7,Point,1487,16,12,60,28,45,0,88,96,10,5,0,0,52,5,48,28,20,21,33,46,24,15,30,70,33,26,36,30,68,27,61,22,52,11,54,45,87,79,60,67,69,52,54,89,85,63,5,11,30,17,71,24,15,70,10,22,91,40,21,23,22,31,4,12,17,82,24,6,6,53,30,37,38,32,22,16,91,83,87,21,89,56,92,53,68,56,90,65,93,74,3,12,14,10,81,57,82,2,19,31,14,100,88,97,0,82,3,2,10,26
Andray Blatche,WAS,24.2,Big,2163,27,97,92,49,50,57,35,78,51,63,40,95,27,87,65,50,70,69,83,51,26,66,60,16,53,90,83,60,39,90,52,26,54,13,9,85,32,63,4,86,36,17,36,54,47,94,73,89,60,43,52,51,40,59,54,34,62,42,69,75,23,18,41,43,48,71,46,70,61,89,49,74,79,74,14,27,46,48,47,69,71,24,74,79,32,70,54,23,63,20,44,38,32,29,0,0,21,40,63,67,68,78,80,79,20,21,82,76,76,70
Eric Bledsoe,LAC,20.9,Combo,1794,84,80,78,92,63,88,0,17,55,37,86,33,31,61,84,6,26,16,21,2,90,56,56,46,55,45,76,56,54,46,39,42,32,56,29,93,28,76,35,57,48,36,94,29,72,44,37,37,56,54,51,46,31,53,25,80,49,71,16,7,95,66,89,87,69,15,62,49,56,64,7,15,82,36,57,49,68,12,25,16,40,55,37,29,62,21,54,48,55,24,41,33,41,27,14,13,16,94,53,22,27,69,24,27,63,18,67,65,53,27
Keith Bogans,CHI,30.5,Wing,1455,32,39,44,18,40,69,7,6,12,24,0,5,73,50,88,45,32,50,66,72,18,8,22,2,51,71,98,22,6,84,35,60,77,35,8,29,22,15,27,7,6,61,83,5,19,49,82,75,22,78,4,83,59,16,38,82,3,88,50,65,17,41,9,16,28,59,77,68,78,40,42,38,27,79,28,46,90,62,75,50,68,86,49,49,80,40,73,92,55,89,72,1,8,4,30,82,64,19,4,5,1,99,92,97,62,65,2,9,1,27
Andrew Bogut,MIL,25.9,Big,2293,95,45,76,59,92,0,83,4,34,89,26,76,25,81,73,59,72,52,83,18,57,12,80,87,7,82,98,80,89,92,44,79,85,62,98,31,52,38,63,43,52,68,20,15,7,63,90,88,80,15,28,15,62,38,83,8,49,9,52,41,52,64,75,75,60,78,47,77,70,65,61,69,73,98,4,37,59,39,44,52,59,70,45,70,56,71,45,63,27,42,51,58,13,49,0,0,0,52,99,13,58,0,58,50,47,0,98,75,98,0
Matt Bonner,SAS,30.6,Big,1390,15,28,87,7,12,0,13,65,2,14,43,20,92,55,69,98,68,78,86,90,3,62,43,48,60,27,53,43,70,11,18,12,17,21,19,72,67,77,90,28,53,74,28,70,54,17,31,22,43,41,39,38,44,52,51,44,44,35,78,90,9,6,26,15,62,52,23,75,44,83,76,86,18,22,16,8,91,97,97,78,70,5,85,62,16,88,72,10,79,94,66,30,98,70,50,100,100,0,30,34,19,99,99,99,30,100,6,93,63,70
Trevor Booker,WAS,22.9,Forward,976,96,37,20,100,71,94,73,10,92,25,90,14,75,6,25,49,58,81,57,50,97,39,22,55,54,4,23,22,60,3,9,13,11,34,66,40,48,40,79,59,75,26,90,87,95,17,9,7,22,52,16,58,76,6,94,31,12,28,81,34,97,75,98,96,93,74,93,16,52,10,43,22,77,56,50,53,18,33,25,81,75,37,72,27,54,19,80,24,82,76,63,86,10,25,0,0,0,94,76,12,33,2,0,2,84,0,86,55,78,0
Carlos Boozer,CHI,28.9,Big,1876,9,56,85,37,92,54,90,49,52,45,79,97,54,94,75,49,22,79,95,38,15,27,1,0,11,79,54,1,0,69,22,46,49,40,6,47,6,8,17,13,8,24,79,61,80,52,39,43,1,52,9,65,23,9,27,61,10,68,79,83,9,24,49,28,77,93,78,64,74,31,83,72,79,86,1,6,87,68,78,79,85,47,87,48,45,68,89,76,88,56,53,74,50,62,0,0,0,51,71,56,59,0,0,0,59,0,56,30,69,0
Chris Bosh,MIA,26.6,Big,2776,19,46,97,12,55,67,41,91,79,78,38,87,72,72,47,87,89,60,77,55,29,71,94,65,41,98,97,94,75,98,79,92,96,41,73,32,94,81,48,17,24,65,13,69,39,59,41,47,94,62,54,61,42,54,47,60,64,53,60,76,15,89,79,72,72,45,59,76,75,46,74,72,95,92,42,71,23,1,2,60,39,88,29,51,65,56,31,76,20,44,80,60,82,80,0,18,21,19,67,81,87,73,84,81,52,21,70,76,65,93
Earl Boykins,MIL,34.4,Point,805,45,69,81,55,2,0,0,57,41,90,9,79,57,71,31,97,69,63,63,52,59,77,66,76,66,23,25,66,66,14,21,30,14,72,88,36,49,40,15,76,50,69,5,57,17,78,60,71,66,83,44,84,59,37,54,79,50,80,63,59,66,67,78,68,80,61,94,58,89,16,80,53,12,89,88,97,35,17,21,63,63,57,64,54,15,70,69,82,68,67,9,98,81,97,0,83,80,16,91,88,97,43,29,29,64,72,76,67,74,40
Avery Bradley,BOS,19.9,Combo,121,0,90,2,12,47,0,88,0,16,73,88,51,0,4,0,10,0,0,2,0,33,2,8,14,60,13,0,8,32,59,0,2,17,2,16,5,97,84,1,82,16,0,100,62,100,17,70,52,8,1,0,13,0,0,1,80,3,90,0,1,49,0,1,1,1,46,100,1,12,4,1,0,4,82,95,98,14,52,37,0,3,1,12,41,11,80,2,2,1,0,100,10,2,0,0,0,0,69,20,98,90,33,4,8,10,0,49,14,39,0
Elton Brand,PHI,31.6,Big,2801,58,83,80,55,45,47,40,79,39,61,37,69,59,63,49,94,58,68,61,44,70,21,42,21,45,71,85,42,27,83,12,61,19,92,83,43,14,15,8,14,4,24,48,31,31,27,98,91,42,12,23,8,30,30,23,17,34,16,68,47,37,28,22,9,73,13,93,60,85,33,87,76,14,93,16,50,76,84,83,68,71,85,41,77,51,45,57,80,41,59,46,93,88,95,0,0,0,11,98,65,96,0,0,0,60,0,52,51,55,0
Corey Brewer,DAL,24.7,Wing,135,35,100,0,99,12,100,66,0,89,21,13,69,46,68,51,13,64,48,46,62,63,61,77,72,97,38,5,77,91,29,84,14,64,4,53,78,61,76,79,70,81,35,57,78,79,39,31,31,77,73,61,52,67,71,60,59,47,38,48,39,60,59,74,72,55,19,47,40,43,78,60,73,69,59,43,51,63,27,37,48,50,49,58,94,70,90,19,29,18,41,17,100,95,100,0,0,0,98,10,30,10,52,17,25,94,0,62,55,37,4
Corey Brewer,MIN,24.7,Wing,1330,54,98,23,73,22,0,26,23,93,26,26,52,14,36,33,18,28,21,16,89,34,60,55,60,78,1,62,55,7,0,0,1,0,36,13,2,0,0,100,100,100,94,16,51,28,80,4,12,55,100,3,100,98,1,98,100,6,100,21,17,6,90,66,51,72,36,6,5,3,37,68,57,90,30,73,61,14,9,9,21,73,93,42,33,92,8,79,99,74,7,37,56,9,17,46,4,14,79,90,43,68,36,21,23,16,14,39,25,31,4
Ronnie Brewer,CHI,25.6,Forward,1722,18,100,96,45,41,0,10,12,78,20,73,25,31,86,92,76,66,22,20,45,47,64,93,96,85,48,62,93,98,49,67,72,47,85,93,77,82,89,32,85,75,75,14,69,39,43,33,34,93,18,79,11,39,70,25,20,72,18,22,20,61,87,63,70,39,42,26,17,13,20,79,65,65,31,93,89,3,15,7,22,37,71,35,71,39,49,24,30,29,41,57,43,41,35,0,0,5,86,12,96,67,22,16,14,61,5,31,20,24,8
Jon Brockman,MIL,23.6,Big,624,1,48,10,88,37,0,85,36,68,70,14,8,42,25,60,27,74,75,44,58,94,90,59,19,95,15,34,59,44,14,17,6,3,27,3,13,66,36,68,67,72,47,94,47,87,58,6,11,59,77,76,80,43,75,48,80,60,72,75,42,98,69,82,80,69,41,91,12,41,64,39,55,63,9,76,42,79,38,51,75,80,36,90,75,19,86,70,60,82,34,20,10,72,13,0,0,0,88,40,19,14,0,0,0,35,0,57,33,79,0
Aaron Brooks,HOU,25.8,Point,785,28,17,34,22,5,0,0,98,36,91,9,88,24,29,3,95,7,27,33,12,71,27,6,27,1,56,52,6,6,59,43,51,84,12,7,16,54,24,82,56,73,89,78,3,11,81,30,50,6,26,23,54,28,7,78,34,80,42,27,29,55,10,36,47,26,70,12,93,53,39,15,17,28,33,53,43,61,78,76,27,36,4,72,32,44,78,47,8,62,17,41,7,16,5,45,11,18,45,43,16,16,79,83,86,16,20,53,76,88,59
Aaron Brooks,PHX,25.8,Point,460,26,26,14,66,0,0,59,41,50,71,17,95,72,84,52,45,30,65,65,25,58,95,12,44,16,19,6,12,3,22,11,68,48,81,59,0,70,3,89,91,96,13,89,38,71,33,84,72,12,81,19,93,70,8,91,79,48,92,65,68,73,67,46,56,38,98,44,83,70,7,36,14,57,34,74,63,12,48,34,65,28,74,19,15,98,2,56,59,62,60,76,38,78,74,0,34,30,52,34,60,40,55,66,60,81,40,90,97,74,91
Derrick Brown,CHA,23.1,Forward,443,53,63,27,90,33,67,39,5,98,35,96,29,80,59,71,4,66,46,67,13,87,13,79,81,62,87,15,79,91,74,61,22,84,1,9,97,99,99,28,74,57,62,31,95,86,16,8,7,79,55,60,49,36,65,53,61,54,50,46,40,91,67,90,89,65,93,79,28,50,98,12,37,67,98,51,89,15,6,6,46,42,53,39,85,88,77,24,48,22,88,55,2,0,0,0,0,0,100,6,4,2,16,12,10,92,0,73,43,0,8
Kwame Brown,CHA,28.6,Big,1689,28,17,57,57,69,76,71,21,91,90,66,31,55,24,30,54,24,39,45,94,12,5,19,3,68,56,93,19,5,60,82,74,68,77,10,66,4,11,28,22,19,53,52,31,33,29,83,69,19,56,49,65,97,60,96,14,48,27,39,79,21,16,8,14,16,43,44,70,61,26,36,29,38,53,41,45,57,69,67,39,5,28,7,4,57,5,16,42,21,60,35,72,16,42,0,0,0,82,63,18,22,0,0,0,63,0,23,11,43,0
Shannon Brown,LAL,24.9,Wing,1454,52,90,58,47,14,0,35,99,36,18,67,72,48,49,32,66,35,21,19,43,16,47,68,87,56,16,23,68,81,13,59,15,26,20,84,65,91,91,73,36,54,62,53,76,75,40,11,13,68,72,89,69,71,77,59,53,97,61,21,14,22,71,22,22,40,49,11,4,3,33,46,37,63,18,20,8,80,85,85,21,86,76,86,65,77,66,83,68,85,48,74,64,19,22,95,39,59,50,40,68,60,26,59,44,40,62,45,41,35,74
Kobe Bryant,LAL,32.2,Wing,2776,20,71,91,72,74,0,11,75,79,99,73,100,72,98,76,51,65,94,88,84,78,93,13,5,35,84,66,13,3,88,60,65,56,66,18,16,10,5,13,39,22,48,40,35,31,42,84,75,13,63,53,57,75,41,79,51,17,45,94,94,82,43,84,85,51,51,97,99,100,29,49,38,42,84,71,86,20,24,19,94,30,26,41,72,13,83,22,41,24,43,53,95,59,91,21,36,29,31,96,71,90,7,40,26,64,29,95,89,84,98
Chase Budinger,HOU,22.4,Wing,1650,50,21,73,63,76,60,93,85,55,23,38,62,55,64,53,80,70,50,49,55,60,14,79,84,40,62,49,79,73,73,60,67,62,61,49,50,69,62,90,95,97,49,66,38,48,46,59,54,79,66,53,70,72,57,74,57,68,61,50,64,29,72,37,75,9,74,16,62,34,59,24,28,67,10,55,24,34,74,65,50,35,68,30,49,72,52,35,62,29,53,71,23,61,28,35,23,26,63,49,23,27,58,71,69,71,28,17,8,16,28
Caron Butler,DAL,30.6,Wing,863,44,63,79,55,54,0,74,47,61,72,40,84,50,43,13,43,93,80,95,54,18,35,86,86,21,69,97,86,89,69,92,77,66,83,99,74,38,61,21,32,22,35,30,16,11,93,92,96,86,92,94,84,98,97,98,58,86,40,80,87,11,56,36,1,99,46,38,93,88,40,99,98,20,2,97,65,65,61,63,80,70,95,61,50,72,67,75,92,58,50,27,69,78,83,63,99,99,34,43,98,96,30,18,19,38,99,34,31,21,61
Rasual Butler,LAC,31.4,Wing,711,85,2,95,17,41,64,10,10,7,7,13,23,7,17,26,81,27,3,7,20,4,23,94,84,78,76,66,94,93,72,64,83,93,51,72,53,98,95,5,70,33,59,79,40,62,79,13,31,94,74,35,82,47,16,42,69,81,78,3,10,19,27,16,17,35,23,43,5,8,22,43,26,17,25,80,66,93,45,68,3,8,25,9,3,28,3,28,18,34,8,4,86,11,16,8,68,28,12,14,60,33,96,69,92,2,30,11,31,11,51
Andrew Bynum,LAL,23.0,Big,1488,94,9,79,92,87,53,94,35,82,73,32,62,90,70,63,56,62,25,52,27,31,29,88,75,25,95,79,88,81,98,2,90,74,89,79,96,1,19,85,63,80,76,34,6,5,85,79,86,88,33,1,62,10,2,26,62,1,71,25,28,10,42,81,50,91,71,5,40,11,81,84,88,55,54,74,72,34,25,26,25,45,59,39,19,30,21,57,59,51,88,91,33,17,25,0,0,0,80,81,8,24,0,0,0,89,0,78,60,76,0
Will Bynum,DET,27.8,Point,1057,43,88,12,36,14,0,28,54,78,84,83,71,53,55,28,64,31,40,81,36,2,32,29,19,93,5,39,29,49,6,61,44,25,76,24,52,79,74,24,33,25,22,95,75,95,2,35,10,29,21,62,16,40,62,20,22,61,25,40,60,3,16,9,5,57,62,36,60,48,30,84,64,44,12,13,3,96,90,94,40,71,51,77,72,96,31,66,19,88,48,57,10,76,31,32,19,30,86,50,52,45,50,16,19,62,30,86,69,91,2
Jose Calderon,TOR,29.1,Point,2094,34,53,59,34,71,69,78,65,21,22,26,43,55,91,97,59,87,88,82,96,32,51,68,37,77,61,59,68,40,66,58,51,65,34,48,11,78,38,36,41,38,26,58,57,63,35,73,62,68,95,68,94,69,34,74,95,75,94,88,86,45,43,67,30,93,88,28,92,77,9,89,64,38,32,86,79,16,39,29,88,54,68,47,12,50,11,81,80,80,64,66,71,62,79,13,68,62,43,2,97,74,34,47,41,67,62,59,79,59,43
Marcus Camby,POR,36.6,Big,1528,89,67,73,94,100,70,97,27,35,31,75,22,7,85,97,42,56,53,40,47,96,6,58,55,48,59,87,58,46,85,65,93,96,60,69,42,9,11,33,88,78,93,73,8,20,19,29,21,58,38,15,63,19,10,52,56,15,67,53,35,96,62,76,94,18,52,15,55,30,44,64,56,76,94,52,84,4,9,5,53,59,43,71,57,48,45,56,33,75,6,10,12,24,10,0,0,0,59,38,62,49,0,0,0,6,0,66,71,28,0
Derrick Caracter,LAL,22.5,Big,117,76,26,5,84,0,91,3,0,40,94,0,53,8,47,38,91,2,15,36,8,28,99,1,7,2,76,4,1,57,23,22,2,77,0,8,11,77,45,99,2,28,65,98,68,96,56,0,1,1,0,45,0,9,6,2,0,8,0,15,49,71,48,45,74,20,94,13,33,15,1,47,2,94,3,19,2,76,67,71,15,31,60,33,6,84,11,60,66,60,4,26,1,6,0,0,0,0,72,84,14,35,0,0,0,3,0,85,69,0,0
Brian Cardinal,DAL,33.5,Forward,567,8,92,2,12,10,0,6,0,10,78,0,0,98,57,94,41,20,53,30,87,54,38,8,6,72,31,9,8,10,37,87,17,28,21,8,22,56,32,52,8,11,50,64,58,67,64,21,33,8,29,82,10,49,8,32,18,95,7,53,55,71,14,47,69,20,8,2,43,5,94,44,83,61,44,6,7,96,77,87,53,24,13,34,25,13,32,38,27,51,98,2,0,0,0,94,97,98,2,2,6,0,100,90,100,0,98,0,2,0,8
Rodney Carney,GSW,26.6,Forward,308,37,67,29,47,27,88,29,20,57,8,33,45,25,4,4,37,9,11,16,12,18,87,22,12,31,98,37,22,17,94,71,76,87,52,20,13,49,21,4,70,29,29,2,95,48,90,54,73,22,5,16,8,22,41,64,6,67,7,11,17,25,63,57,22,84,4,93,22,60,61,29,43,12,68,43,54,94,72,82,11,17,62,21,1,95,5,58,43,57,31,6,37,67,59,78,89,93,35,41,69,61,84,43,67,8,93,16,80,29,8
Matt Carroll,CHA,30.2,Wing,559,57,50,54,42,63,82,0,58,71,83,93,47,52,24,19,53,38,34,31,65,25,66,50,46,84,54,6,50,42,68,63,12,42,5,19,89,50,81,13,81,49,44,56,73,73,21,40,30,50,89,46,92,95,91,94,71,40,85,34,24,18,84,98,78,99,16,57,53,60,83,23,50,62,28,87,80,69,5,14,34,35,78,29,30,53,37,37,91,27,33,15,1,77,76,75,9,58,61,2,98,73,63,17,29,37,58,12,38,4,4
Anthony Carter,DEN,35.4,Point,138,0,97,0,0,24,0,0,0,0,7,98,9,3,22,88,0,34,5,31,3,39,1,93,70,98,28,34,93,51,60,18,29,1,96,94,61,2,4,17,86,79,87,99,33,88,85,0,0,93,99,11,99,100,12,100,76,83,58,5,6,57,9,11,27,10,96,0,3,0,21,32,23,33,20,17,8,99,82,93,5,15,30,24,99,52,99,0,11,1,5,98,0,2,0,0,0,0,22,24,81,50,88,62,76,2,0,2,5,0,2
Anthony Carter,NYK,35.4,Point,299,91,93,16,79,93,0,79,0,3,19,0,16,86,16,74,7,71,23,37,12,25,96,95,87,92,11,68,95,88,19,95,83,34,96,83,92,32,79,54,71,63,83,11,81,48,4,45,17,95,93,99,88,85,99,79,90,95,82,23,49,30,48,76,40,97,96,88,23,54,3,35,10,58,82,17,34,65,59,62,23,2,76,1,13,36,5,1,40,1,93,100,67,22,45,0,66,60,59,76,10,26,48,71,67,100,46,22,16,26,45
Vince Carter,ORL,33.8,Wing,663,22,59,12,36,70,0,51,31,64,79,78,88,77,85,69,63,100,98,100,58,80,24,99,99,57,64,43,99,99,63,65,58,27,89,100,54,76,72,99,79,96,72,60,34,41,2,79,38,99,17,99,3,10,95,1,30,90,16,98,95,67,90,89,78,87,96,5,90,42,99,76,96,90,43,14,15,72,38,48,98,93,77,98,31,78,17,98,53,99,76,69,87,67,84,87,18,35,64,76,45,56,37,46,37,88,37,97,99,89,83
Vince Carter,PHX,33.8,Wing,1363,61,67,34,69,56,62,12,29,37,68,86,81,36,44,21,93,46,58,38,84,65,36,35,23,33,80,52,35,12,85,50,83,83,70,68,26,34,20,31,10,10,78,85,10,37,55,25,33,35,45,22,60,89,95,85,19,5,36,58,57,41,20,66,67,47,6,92,62,88,49,25,27,74,67,20,29,43,55,51,58,32,12,39,23,11,20,45,12,56,45,31,64,29,41,58,43,55,44,63,37,47,55,63,63,33,56,70,83,74,58
Omri Casspi,SAC,22.4,Wing,1636,36,55,70,86,89,66,87,14,28,50,31,27,37,16,20,60,66,81,82,68,51,74,37,34,73,25,34,37,37,13,50,56,35,78,56,69,16,35,83,19,40,14,62,73,77,49,69,66,37,40,63,27,52,68,30,29,47,23,81,69,40,75,76,62,74,92,72,41,59,43,68,57,66,63,35,47,27,49,41,81,89,63,84,42,77,35,95,63,92,56,52,36,14,17,86,37,69,45,61,20,31,74,72,75,27,69,16,14,17,33
Mario Chalmers,MIA,24.5,Point,1498,47,81,7,9,60,0,69,83,17,31,14,10,71,7,24,26,64,56,55,35,68,57,67,68,76,37,30,67,51,52,8,25,24,36,56,87,43,76,19,68,46,42,21,43,26,65,83,81,67,86,21,91,71,18,77,83,20,90,56,54,58,71,68,68,49,34,53,38,42,17,89,62,48,67,6,13,83,85,86,56,30,70,21,40,41,25,38,70,34,81,74,55,53,55,26,60,56,19,17,3,3,95,91,95,74,58,10,14,16,28
