player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Hamidou Diallo,OKC,22.3,Wing,744,71,82,15,92,83,0,80,4,99,74,59,90,34,88,66,27,18,33,20,55,55,53,15,33,26,57,29,15,14,46,26,31,49,26,22,58,18,33,50,55,51,49,15,64,29,22,85,74,15,68,18,79,22,36,25,93,25,95,33,35,34,56,54,75,29,41,16,10,9,10,63,26,82,80,3,41,82,15,29,33,32,27,35,6,45,10,66,41,64,31,58,46,33,36,0,13,15,97,83,68,84,6,0,0,55,13,92,77,87,51
Gorgui Dieng,MEM,30.8,Big,310,64,89,64,54,57,0,49,88,82,51,19,41,91,68,73,6,16,19,21,16,43,56,29,8,52,81,71,29,22,77,50,50,79,22,21,12,55,17,22,35,23,49,59,18,36,98,28,67,29,26,27,31,15,71,12,39,39,42,19,27,62,29,59,54,62,59,8,2,3,48,30,39,65,50,33,42,31,58,49,19,4,16,5,52,16,55,2,26,2,85,77,66,37,34,0,99,100,26,43,84,64,78,66,67,37,100,10,21,33,21
Gorgui Dieng,SAS,30.8,Big,152,13,96,53,45,28,0,65,0,93,41,93,61,88,79,81,46,54,55,48,80,52,45,51,79,33,43,18,51,77,24,8,40,41,39,9,93,17,76,78,86,92,48,81,55,77,42,23,26,51,11,6,25,26,19,46,14,6,15,55,36,56,12,77,49,87,34,42,74,54,46,59,57,26,33,39,29,87,80,87,55,89,5,94,57,23,64,94,6,95,66,97,54,81,69,0,38,42,41,43,46,38,52,83,69,87,42,66,77,69,21
Luka Doncic,DAL,21.7,Wing,2261,72,45,73,63,98,69,75,25,92,97,51,100,71,100,95,18,86,99,97,95,49,85,8,2,5,86,95,8,5,92,38,54,35,74,68,5,10,3,31,1,1,81,46,31,35,40,34,32,8,6,79,5,8,22,12,16,82,7,99,99,50,86,92,80,88,87,99,94,99,72,36,54,85,86,51,79,67,1,4,99,38,79,27,36,88,35,42,83,33,71,82,91,87,95,74,44,47,39,97,66,92,0,57,23,79,46,100,99,98,100
Luguentz Dort,OKC,21.5,Wing,1542,51,45,44,58,34,73,11,28,74,71,37,79,24,41,15,60,54,37,53,46,46,15,76,44,93,60,31,76,86,69,12,28,76,11,67,53,1,10,78,43,59,25,47,14,25,25,96,90,76,37,2,45,39,15,67,36,9,38,37,43,38,50,47,59,31,4,58,8,30,75,93,93,15,6,67,15,99,89,97,37,60,34,73,55,89,31,70,18,92,20,13,26,44,25,70,30,40,67,55,20,38,20,71,49,15,38,66,61,92,58
Damyean Dotson,CLE,26.5,Combo,851,18,8,90,2,44,0,92,8,37,28,28,24,20,37,60,49,20,11,16,26,28,14,63,62,56,23,90,63,51,26,45,64,28,85,41,87,8,62,86,63,76,22,88,72,89,29,32,28,63,84,55,88,35,66,33,89,67,92,11,37,15,7,5,9,17,34,59,33,52,37,17,19,2,97,59,93,91,48,67,11,4,10,8,18,44,18,8,7,12,28,86,39,78,74,14,10,11,34,14,89,40,68,66,70,84,12,25,63,10,26
Sekou Doumbouya,DET,19.9,Big,837,9,48,38,15,8,98,8,36,33,18,43,56,1,40,32,61,18,16,35,30,31,30,44,76,47,31,46,44,72,30,33,68,38,83,76,54,72,66,91,36,70,7,90,25,72,69,82,86,44,17,44,20,10,40,17,37,71,34,16,17,23,25,22,21,47,58,29,68,48,28,20,18,70,29,50,35,69,43,51,16,61,54,69,43,81,33,74,45,87,1,16,3,5,3,15,5,6,53,21,24,16,84,64,71,14,6,46,56,2,21
PJ Dozier,DEN,24.0,Wing,1055,88,55,37,71,68,82,89,8,61,69,70,53,20,66,64,43,9,14,33,32,67,2,17,17,6,80,93,17,13,92,45,75,82,47,48,26,45,28,47,8,9,92,41,1,5,42,65,61,17,34,17,38,48,70,59,25,10,23,14,15,59,30,57,51,59,74,54,46,47,7,33,14,51,55,84,75,20,36,26,14,29,24,30,41,19,67,31,42,24,25,57,40,29,24,16,39,23,76,64,62,61,50,25,26,43,24,57,39,61,51
Goran Dragic,MIA,34.5,Point,1314,18,18,34,66,68,0,34,35,39,61,32,64,55,36,32,18,10,13,29,16,36,17,22,36,42,36,53,22,30,31,37,46,74,22,35,40,87,68,71,19,33,51,54,43,47,35,62,54,22,43,10,49,43,31,58,37,38,49,13,16,24,5,23,32,30,63,50,2,20,51,22,36,54,69,86,83,72,8,15,13,50,5,68,68,5,83,33,14,52,64,45,61,32,52,100,40,69,55,34,48,32,70,64,64,36,71,23,27,34,39
Andre Drummond,LAL,27.2,Big,519,67,91,16,89,97,73,98,14,87,82,84,81,33,57,26,15,90,95,75,89,81,97,54,57,20,82,42,54,20,60,94,61,61,54,28,20,77,33,97,21,72,91,9,30,8,96,21,54,54,98,93,91,99,74,97,85,66,62,95,92,82,86,81,79,67,88,73,82,85,17,89,66,15,85,85,89,74,26,36,95,58,61,67,25,78,56,80,66,75,32,24,32,5,29,0,0,0,73,87,19,73,0,0,0,30,0,79,71,51,0
Andre Drummond,CLE,27.2,Big,721,69,96,61,96,100,61,97,13,74,76,60,98,9,83,39,22,43,58,47,88,58,28,26,64,7,71,67,26,30,69,65,69,53,77,16,52,41,45,65,75,79,86,12,14,6,55,70,71,26,42,52,40,23,57,14,59,37,70,58,49,39,31,76,46,93,21,35,11,20,46,76,73,83,78,2,38,60,24,30,58,80,21,65,43,93,20,85,25,80,7,4,42,23,39,0,0,0,81,73,19,54,0,24,20,14,0,94,80,88,0
Kevin Durant,BKN,32.1,Forward,1150,96,24,82,3,90,0,90,92,92,100,62,100,98,99,80,19,69,89,45,68,100,57,27,43,2,52,99,27,49,67,30,36,27,57,39,23,42,25,57,55,52,75,19,16,12,34,80,74,27,5,60,7,16,3,17,11,27,18,89,42,100,87,99,98,90,87,51,80,74,10,24,16,56,70,49,66,48,30,30,89,64,37,58,12,20,12,88,66,84,96,97,93,88,93,0,96,96,17,92,94,99,1,50,20,78,96,90,79,58,99
Anthony Edwards,MIN,19.2,Wing,2244,69,59,93,62,67,67,45,35,66,45,34,92,29,77,29,50,66,90,93,37,32,91,17,32,25,19,53,17,23,23,41,30,42,28,62,14,41,17,72,31,45,50,48,63,55,75,35,47,17,52,51,45,26,4,32,69,57,57,90,93,19,57,32,25,60,59,81,61,82,81,85,88,91,5,49,8,73,44,54,90,83,83,82,72,68,78,82,87,82,24,35,32,24,17,14,38,26,83,42,57,47,16,50,28,37,26,90,90,70,95
Carsen Edwards,BOS,22.6,Combo,201,0,25,11,1,21,0,0,0,17,6,78,9,25,0,0,93,55,77,51,38,92,76,29,10,85,21,81,29,31,14,17,15,39,15,65,2,40,3,41,23,23,57,51,64,58,53,33,35,29,44,21,42,84,63,76,15,3,20,77,41,91,35,84,82,63,15,85,94,93,34,61,52,37,91,12,62,19,63,49,77,90,35,92,65,15,62,89,53,94,26,79,9,80,52,0,44,10,39,6,49,7,92,76,85,86,10,9,2,5,60
Wayne Ellington,DET,32.9,Wing,1003,39,10,80,15,14,0,25,41,5,36,52,40,89,46,55,76,32,8,26,8,25,28,88,84,63,49,75,88,70,34,83,75,35,90,50,94,64,94,71,42,51,64,39,24,25,50,68,65,88,95,91,89,87,65,88,94,93,82,8,17,24,59,18,26,29,80,60,16,36,15,14,10,76,71,45,64,69,10,17,8,11,82,23,58,36,68,7,67,9,94,66,76,57,70,24,96,89,6,2,47,8,67,97,97,66,89,7,6,38,36
Joel Embiid,PHI,26.6,Big,1584,71,64,84,56,88,0,55,94,94,99,35,100,76,86,29,53,62,70,70,1,85,100,47,58,86,16,42,47,67,33,32,73,85,32,49,62,98,91,5,55,16,82,0,100,62,3,45,13,47,35,22,46,36,85,70,75,32,85,70,25,91,60,86,96,44,77,7,18,10,41,96,93,87,97,17,82,3,7,2,70,100,44,100,81,75,54,99,37,98,43,61,65,79,77,0,65,71,22,88,96,98,25,48,43,36,68,96,96,89,94
James Ennis,ORL,30.3,Forward,983,18,64,39,68,46,0,21,61,96,43,44,32,90,47,58,38,51,59,57,75,9,79,40,69,12,30,66,40,50,27,22,29,8,77,8,73,53,73,93,77,93,25,22,50,27,97,64,88,40,46,48,44,29,67,29,49,49,51,59,76,12,73,42,19,86,91,44,48,41,62,34,47,5,77,83,85,74,64,68,59,8,80,7,19,92,22,9,74,8,78,30,37,73,51,94,91,93,60,59,54,58,41,51,44,44,93,52,47,63,61
Drew Eubanks,SAS,23.7,Big,667,87,28,40,66,66,91,54,52,84,87,36,37,65,49,53,18,33,29,76,23,20,4,49,30,16,89,78,49,22,94,40,74,81,52,32,79,17,58,79,12,26,39,62,21,39,84,58,72,49,65,15,75,74,19,90,53,34,52,29,56,11,19,24,18,49,86,58,37,40,73,71,77,49,15,95,58,44,48,45,29,11,55,25,10,32,13,21,67,36,57,28,47,96,71,0,0,0,77,75,51,66,28,0,16,49,0,29,18,24,21
Dante Exum,CLE,25.3,Wing,112,84,30,44,29,37,0,97,0,20,39,0,17,6,82,98,2,97,97,98,70,23,58,74,52,75,91,46,74,62,88,89,78,88,43,26,59,81,75,64,38,42,52,23,24,16,31,91,83,74,55,68,60,65,23,72,45,82,51,97,96,15,22,12,18,28,89,89,63,88,53,99,98,5,84,32,70,93,72,87,97,93,57,94,84,11,88,89,59,89,12,97,32,0,29,0,0,0,65,87,0,56,39,43,37,92,0,50,8,99,0
Derrick Favors,UTA,29.3,Big,1031,88,63,14,90,81,71,20,57,61,29,83,9,89,19,47,48,84,97,90,47,47,89,15,14,67,91,20,15,11,84,46,92,73,91,3,95,30,87,12,46,20,71,62,17,38,50,44,44,15,16,50,21,4,71,3,51,26,61,97,95,66,26,74,35,87,71,39,64,49,14,83,67,94,6,0,0,96,78,91,97,14,51,7,6,71,3,38,33,28,86,69,95,57,90,0,0,0,73,71,76,73,24,0,14,84,0,33,38,11,0
Bruno Fernando,ATL,22.2,Big,137,6,58,44,64,98,0,99,0,84,71,36,21,11,38,56,0,86,80,65,81,98,18,78,76,65,31,66,78,90,27,75,38,38,47,92,67,72,75,30,41,29,44,36,52,40,36,75,67,78,17,75,14,3,17,4,69,74,76,80,45,98,80,97,96,87,23,37,66,46,85,66,76,39,25,49,30,13,90,77,80,88,31,93,93,22,98,71,25,73,8,18,0,5,0,0,0,0,93,17,39,15,47,0,25,17,0,46,21,0,0
Dorian Finney-Smith,DAL,27.5,Forward,1918,38,47,53,83,28,50,60,42,14,23,43,13,88,27,50,79,83,75,82,58,45,35,76,71,5,76,99,76,64,83,40,65,78,40,97,65,29,47,27,33,24,87,35,15,20,24,55,40,76,58,28,56,47,51,42,65,12,63,75,86,35,60,40,51,35,94,65,90,88,63,18,28,87,58,12,32,23,42,31,75,57,87,41,70,56,74,35,81,29,93,91,24,17,13,52,88,74,41,12,22,11,83,78,82,89,74,28,59,24,50
Malachi Flynn,TOR,22.5,Combo,895,37,72,49,8,77,0,91,41,48,43,90,55,14,67,77,85,63,37,19,34,83,27,83,87,23,77,64,83,76,66,49,71,63,66,92,42,34,36,77,71,81,84,28,4,6,39,77,73,83,72,42,68,78,76,61,61,30,65,37,24,89,41,74,86,31,8,74,50,71,28,26,24,13,96,36,87,55,47,48,37,30,28,38,57,34,77,21,33,28,15,44,31,15,16,11,39,27,22,54,75,64,36,71,60,14,24,86,97,94,70
Bryn Forbes,MIL,27.3,Combo,1286,8,6,79,7,10,0,79,24,18,3,67,14,99,1,1,83,64,73,75,97,11,44,46,41,2,96,97,46,41,92,56,67,95,4,4,96,92,98,36,38,29,75,61,17,37,10,64,38,46,63,25,57,40,10,30,80,21,75,73,96,18,13,13,7,52,59,71,4,33,64,77,75,40,2,59,8,35,97,93,73,5,34,8,4,39,8,22,73,32,99,9,83,90,95,65,98,94,1,17,82,36,89,89,91,53,94,3,17,8,14
Trent Forrest,UTA,22.4,Combo,225,64,48,45,94,82,100,0,0,90,44,17,26,78,55,83,6,60,76,90,53,16,47,33,21,59,34,56,33,47,47,83,36,61,23,60,55,4,22,66,17,32,60,87,27,69,31,26,24,33,21,64,13,49,46,57,20,58,12,76,84,11,82,28,18,69,44,38,68,48,85,83,87,47,9,24,7,97,77,92,76,60,93,58,84,83,87,33,97,34,45,61,100,99,100,4,0,2,60,98,7,70,98,1,33,100,2,70,79,39,0
Evan Fournier,ORL,28.0,Wing,784,50,66,64,4,24,0,76,45,87,92,60,92,87,94,73,44,22,36,17,39,86,56,19,18,73,67,4,19,25,65,49,65,74,43,11,30,40,28,26,49,36,75,5,58,12,67,70,73,19,6,22,10,30,74,37,5,28,9,36,22,82,73,87,85,65,32,22,44,24,25,17,13,64,24,16,13,83,71,79,36,15,57,15,47,43,41,19,68,22,74,47,92,73,92,87,63,72,38,59,77,68,13,76,51,70,72,82,71,62,89
Evan Fournier,BOS,28.0,Wing,466,83,83,36,10,44,0,58,0,22,8,97,51,65,80,87,73,6,6,3,88,40,5,27,19,36,73,33,27,10,86,52,79,73,72,41,91,74,92,2,39,8,62,77,97,94,60,2,2,27,64,46,58,68,95,40,49,64,52,6,8,44,45,20,24,39,42,7,1,1,18,17,12,54,33,41,32,77,58,64,6,5,62,4,70,93,54,2,52,2,77,3,77,64,76,98,94,97,13,66,89,83,32,76,63,13,97,42,72,48,54
De'Aaron Fox,SAC,22.9,Point,2022,80,66,23,36,23,84,41,18,98,48,68,89,66,70,20,80,45,16,5,58,99,58,89,72,21,88,97,89,87,94,46,86,95,28,18,21,33,17,5,96,88,96,1,7,1,89,74,86,89,37,8,47,73,48,77,18,1,24,16,18,99,98,99,100,28,93,3,36,6,46,2,4,78,100,98,100,3,0,0,16,3,40,2,3,21,1,25,27,15,66,95,70,43,68,59,18,21,66,68,73,73,18,27,27,80,21,86,73,70,80
Markelle Fultz,ORL,22.4,Point,215,61,36,55,70,43,0,0,0,41,86,95,77,5,45,34,66,38,36,38,47,44,46,49,58,54,39,69,49,65,43,82,61,68,42,64,51,8,22,37,63,52,88,14,35,13,38,52,47,49,38,80,35,27,79,20,53,83,61,36,44,34,18,26,41,27,58,22,26,19,32,37,33,50,41,17,24,75,72,74,36,50,20,48,28,7,42,55,48,43,2,86,48,7,14,0,0,0,59,86,91,98,5,11,9,11,0,100,98,82,82
Wenyen Gabriel,NOP,23.6,Forward,186,80,73,3,91,39,97,56,0,36,31,80,12,89,10,26,13,87,67,78,79,36,43,89,37,72,93,71,89,43,84,96,76,95,16,37,46,43,43,76,30,43,83,50,19,28,4,75,34,89,96,82,93,96,94,94,80,60,72,67,65,47,71,32,45,35,43,92,55,85,87,64,77,64,68,37,58,44,33,31,67,96,82,97,36,57,33,98,76,99,87,7,20,0,13,0,64,100,70,30,0,18,54,79,69,16,100,60,94,97,2
Daniel Gafford,WAS,22.1,Big,403,98,73,43,88,57,0,23,31,96,31,72,44,96,4,4,62,73,79,65,39,89,85,53,57,89,25,44,53,81,39,50,20,34,25,57,27,57,34,65,57,63,73,43,68,55,23,33,26,53,24,61,20,80,34,83,12,61,7,79,56,90,93,66,84,19,45,85,73,89,77,44,60,76,86,21,62,50,15,18,79,97,86,92,92,47,81,93,82,91,95,95,66,0,75,0,0,0,80,84,0,62,0,0,0,93,0,41,21,33,0
Daniel Gafford,CHI,22.1,Big,369,96,66,11,87,15,93,41,28,68,88,46,23,97,21,33,9,41,53,61,30,42,29,28,12,58,62,67,28,32,57,25,54,64,37,27,48,75,60,41,7,8,60,56,61,59,7,61,32,28,9,23,10,31,30,38,17,41,16,53,53,56,13,52,53,45,79,37,38,33,59,26,39,95,40,18,23,31,22,20,53,50,19,60,74,42,75,32,25,46,98,93,91,25,81,0,0,0,88,36,57,40,0,0,0,96,0,78,63,53,0
Danilo Gallinari,ATL,32.2,Big,1215,7,43,57,1,33,0,13,100,53,73,18,78,68,62,36,89,40,18,12,54,47,5,83,92,91,25,4,83,94,5,18,72,49,73,99,19,78,31,37,80,74,68,38,82,63,38,22,23,83,31,7,34,8,33,8,56,13,57,18,22,66,21,10,58,4,34,55,54,54,22,5,5,20,39,60,47,88,69,80,18,32,13,38,59,47,43,25,6,26,42,21,73,64,53,35,92,88,4,41,94,76,60,93,84,10,87,56,38,89,84
Langston Galloway,PHX,28.9,Wing,372,0,9,87,49,12,0,20,0,45,68,94,39,91,32,31,71,38,10,14,2,99,83,90,100,2,65,0,90,93,61,10,96,90,95,94,96,79,97,97,94,99,46,15,80,41,47,68,65,90,83,3,91,73,92,70,90,0,92,10,8,99,15,34,71,13,25,2,96,14,2,67,23,61,61,26,46,21,59,47,10,59,65,77,1,6,5,97,90,95,87,4,84,88,92,54,99,96,4,50,92,79,98,28,76,38,96,5,30,11,0
Darius Garland,CLE,20.8,Point,1781,11,55,70,23,7,0,25,44,25,64,55,68,52,50,45,23,51,91,87,89,95,30,7,4,75,33,48,7,2,29,93,37,12,81,27,2,26,1,48,17,26,79,40,65,51,0,95,21,7,82,99,57,85,96,68,52,81,36,91,96,96,99,98,98,73,44,95,28,90,77,87,89,67,63,69,73,62,12,19,91,3,96,4,46,21,38,3,97,7,57,50,64,41,59,83,70,81,52,75,36,68,55,41,36,41,81,39,48,30,50
Marc Gasol,LAL,35.8,Big,983,85,49,28,18,44,83,31,48,34,44,89,19,64,82,97,10,49,48,45,40,71,28,53,85,57,35,2,53,32,48,2,57,30,76,92,57,60,63,80,53,70,5,92,38,84,24,89,79,53,60,4,86,81,31,86,27,5,53,48,26,80,99,96,76,97,19,77,21,46,92,41,70,44,47,73,60,5,68,45,48,57,99,30,65,58,47,69,99,51,66,77,77,60,71,0,77,91,4,44,57,44,58,99,93,38,89,6,21,51,71
Rudy Gay,SAS,34.2,Big,1351,41,73,68,9,48,67,53,77,23,30,31,87,16,64,31,83,33,52,33,96,37,43,20,41,66,9,13,20,77,1,4,2,2,10,36,41,17,20,9,91,75,87,32,93,71,12,10,6,20,11,13,8,13,48,11,19,22,25,52,54,21,50,21,24,44,90,57,2,13,99,1,14,36,37,43,38,9,90,72,52,78,50,81,48,34,59,94,39,94,18,13,53,65,48,24,90,77,3,68,95,91,69,87,79,7,77,87,94,92,90
Paul George,LAC,30.5,Forward,1828,41,71,63,37,83,0,72,84,60,98,38,99,80,96,78,21,59,63,57,86,28,53,50,28,7,84,86,50,49,76,72,52,84,16,53,78,23,56,13,43,22,30,86,44,77,37,41,35,50,22,53,16,22,44,15,36,37,33,63,67,22,47,48,32,70,77,41,92,78,70,25,41,58,88,77,88,10,12,8,63,46,63,42,48,50,66,37,63,29,71,30,67,79,73,97,69,85,37,49,89,73,19,64,47,49,83,94,98,91,97
Taj Gibson,NYK,35.4,Big,925,77,74,26,74,23,77,26,45,56,26,21,2,87,13,57,60,99,86,99,8,32,95,99,99,92,29,14,99,99,53,97,58,67,46,85,65,8,31,67,100,100,76,4,23,3,87,78,88,99,74,99,46,39,98,18,86,83,88,86,74,45,77,89,56,97,97,86,100,99,20,88,73,23,74,85,84,43,41,39,86,98,38,99,75,6,87,98,34,97,89,93,28,78,44,0,0,0,79,29,64,36,48,32,34,92,0,85,74,69,21
Harry Giles,POR,22.5,Big,244,24,46,8,73,86,0,99,0,48,48,21,28,48,73,87,7,74,41,33,24,40,93,90,99,53,34,3,90,95,33,23,73,44,86,86,87,73,89,76,98,99,34,90,68,90,38,16,16,90,66,19,69,59,4,53,64,39,71,41,31,76,74,47,52,43,30,18,33,18,68,49,58,12,13,11,5,70,100,100,41,52,80,56,29,38,34,69,81,72,53,9,9,93,18,0,0,0,70,36,76,52,47,43,41,16,0,92,86,98,21
Shai Gilgeous-Alexander,OKC,22.3,Point,1179,95,5,73,45,73,0,91,32,82,95,66,84,95,64,27,61,46,51,66,49,68,4,41,32,81,37,69,41,50,28,51,67,34,86,32,28,87,54,29,32,23,92,13,31,12,26,52,39,41,12,59,13,29,52,21,14,51,18,51,61,63,45,53,65,34,60,81,39,73,58,50,55,45,67,38,57,34,55,48,51,25,39,27,44,65,39,27,25,25,91,64,89,23,75,86,85,93,86,50,25,36,20,32,30,86,93,98,95,91,93
Anthony Gill,WAS,28.0,Big,179,11,88,26,40,35,96,8,0,14,26,84,26,41,20,28,41,48,32,30,27,53,19,73,47,68,58,88,73,75,52,84,89,94,42,8,83,64,84,88,25,48,61,6,37,8,91,76,89,73,18,60,18,78,20,81,4,72,3,32,32,45,68,49,62,29,9,94,58,94,8,18,9,95,61,1,13,6,54,32,32,52,58,41,96,38,92,7,61,7,36,60,88,5,84,0,0,20,33,53,25,39,88,63,74,69,20,14,14,26,21
Freddie Gillespie,TOR,23.4,Big,383,83,56,28,76,18,0,29,27,68,78,12,6,19,3,12,65,27,70,69,35,71,88,7,17,25,65,24,7,18,56,64,27,54,15,18,13,26,9,59,64,66,61,53,53,52,43,40,38,7,11,58,18,27,71,58,12,51,11,70,76,73,28,71,79,37,64,10,41,14,92,88,95,52,72,87,85,37,13,14,70,26,25,36,13,70,20,54,27,59,26,46,14,49,14,0,0,0,71,91,36,78,0,0,0,23,0,73,74,17,0
Rudy Gobert,UTA,28.4,Big,2185,96,18,86,83,96,50,93,18,99,94,51,38,92,17,21,24,36,40,48,20,48,69,39,56,24,38,66,39,21,55,29,84,41,95,61,55,44,52,51,49,48,46,33,75,53,64,46,51,39,49,16,60,6,59,18,89,21,87,40,35,46,8,44,26,75,38,48,76,70,37,62,53,28,72,21,49,78,68,72,40,54,23,66,7,25,7,90,21,93,94,84,7,20,4,0,0,0,98,16,12,9,18,0,9,94,0,39,17,26,0
Brandon Goodwin,ATL,25.1,Combo,531,0,37,71,9,49,0,71,11,25,85,78,43,10,71,86,52,93,75,88,64,61,11,94,54,80,77,94,94,85,74,76,43,84,8,42,85,30,73,35,45,37,78,30,34,26,18,66,48,94,78,69,74,56,67,44,81,49,78,75,83,45,89,38,47,35,51,90,95,97,38,86,78,23,87,88,92,45,22,23,75,65,90,54,69,84,57,58,65,49,10,7,85,18,62,0,14,19,71,53,25,38,29,60,53,22,18,63,55,67,66
Aaron Gordon,ORL,25.1,Forward,735,81,29,84,77,87,94,93,10,90,97,14,90,34,93,90,12,82,85,80,73,75,50,59,54,59,22,62,59,41,16,62,34,17,74,39,8,38,9,21,92,77,83,50,8,21,23,61,46,59,73,92,55,72,90,57,67,75,50,85,82,69,84,47,56,40,61,74,42,61,97,61,88,36,31,92,69,33,51,45,85,63,84,51,78,89,68,44,85,36,36,57,59,39,40,0,84,65,52,67,83,78,3,56,29,27,62,89,84,87,91
Aaron Gordon,DEN,25.1,Forward,647,61,39,80,94,43,0,44,21,70,86,91,56,58,67,63,48,98,56,79,39,8,52,99,99,81,73,67,99,99,72,92,58,66,44,60,92,88,95,90,97,98,41,2,55,5,54,97,96,99,91,85,78,59,82,51,96,90,93,56,48,28,21,44,6,95,83,96,84,98,29,32,30,19,13,79,34,97,70,89,56,68,68,76,25,53,26,78,52,83,62,84,86,54,86,28,7,12,83,71,60,67,28,26,18,87,12,71,43,57,76
Eric Gordon,HOU,31.9,Combo,782,75,2,87,10,2,0,57,54,87,78,33,77,75,29,9,51,78,25,52,8,59,11,96,88,97,49,79,96,96,42,22,58,55,59,64,84,39,77,84,70,85,78,84,36,70,54,8,11,96,87,6,82,95,50,94,53,8,46,25,24,52,41,60,76,31,31,21,75,31,90,56,79,83,67,43,61,52,9,13,25,49,30,50,84,23,64,18,5,18,54,87,32,2,21,0,26,21,77,24,6,5,9,92,75,93,21,55,68,59,60
Devonte' Graham,CHA,25.7,Combo,1650,11,38,86,22,20,89,49,62,53,77,9,69,48,86,84,71,62,48,42,61,58,77,70,78,34,93,20,70,46,79,37,79,76,68,46,48,40,42,84,71,83,56,3,53,6,59,93,92,70,68,51,74,46,68,53,73,24,70,48,53,50,20,29,46,25,22,24,29,23,26,92,79,80,91,11,61,12,23,15,48,52,24,53,87,37,90,28,15,28,44,3,17,61,29,68,55,51,6,16,62,22,46,98,93,6,51,24,45,32,57
