player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Carlos Boozer,UTA,22.9,Big,1776,18,50,84,52,80,83,64,50,0,0,0,93,70,95,88,46,55,60,89,43,17,24,48,48,34,83,44,35,88,60,77,64,85,41,77,85,90,63,19,28,10,22,96,85,88,42,62,47,28,65,49,15,85,54,56,63,58,14,70,78,46,91,92,91,27,47,98,83,97,58,81,54,72,48,17,23,52,83,43,78,77,69,30,69,29,76,83,67,74,71,0,0,0,50,60,66,60,0,53,48,78,0,47,15,66,0
Curtis Borchardt,UTA,24.1,Big,819,66,10,10,72,79,76,25,65,0,0,0,36,41,81,94,14,25,19,17,14,86,7,55,24,63,78,90,42,82,87,92,100,12,4,50,75,73,22,57,39,72,30,56,43,41,28,31,45,28,54,8,10,15,80,65,82,11,92,58,85,83,70,9,8,38,19,82,92,92,27,59,74,77,27,47,41,9,43,5,22,38,18,10,31,4,18,18,7,63,13,0,0,0,80,51,35,26,0,0,0,18,0,70,70,34,0
Chris Bosh,TOR,20.6,Big,2994,59,56,97,25,79,32,5,73,0,0,0,77,82,72,58,56,88,75,94,32,25,67,85,42,57,98,94,65,99,95,93,96,50,50,59,66,69,21,14,9,72,4,58,16,43,74,67,31,72,29,25,92,33,44,61,43,93,21,30,21,22,31,42,85,88,94,53,99,93,51,64,57,64,5,62,35,52,71,50,71,24,68,29,78,32,49,43,66,66,68,0,0,0,36,63,75,74,71,69,68,52,0,67,70,60,74
Bruce Bowen,SAS,33.4,Wing,2602,80,13,68,23,26,64,90,5,0,0,0,3,25,7,39,91,44,35,55,85,17,4,56,56,9,65,95,47,79,46,83,66,89,47,85,22,55,80,39,61,20,41,55,47,93,71,85,35,32,52,11,46,6,63,19,85,48,12,39,28,18,61,47,62,52,63,76,50,76,37,95,48,87,73,7,16,50,45,46,38,39,36,54,43,49,76,58,18,66,31,60,49,81,30,57,31,29,100,16,81,25,81,3,10,16,33
Ryan Bowen,HOU,29.0,Forward,531,17,93,17,28,7,0,7,0,0,0,0,2,15,7,67,100,78,50,12,99,67,86,86,89,81,25,70,82,9,35,28,12,61,83,91,63,83,24,83,71,43,87,33,66,71,28,41,98,82,99,34,66,4,100,22,100,24,59,72,76,80,46,3,19,80,57,60,21,27,70,36,88,81,6,12,7,86,49,92,94,25,94,63,20,71,15,7,4,74,67,0,0,0,41,9,98,91,46,0,20,15,0,0,4,2,11
Earl Boykins,DEN,28.4,Point,2087,65,28,85,43,6,56,61,100,0,0,0,65,72,52,43,89,31,46,10,90,63,85,25,31,74,9,27,35,7,20,20,10,58,45,9,43,16,55,87,86,7,58,92,89,39,71,61,67,41,72,77,32,71,46,66,53,21,75,66,82,73,81,9,83,17,32,63,67,67,1,41,79,71,89,96,96,54,39,59,43,62,39,59,59,64,35,59,81,28,48,66,35,39,19,74,80,83,33,44,35,37,39,35,2,48,72
Shawn Bradley,DAL,32.6,Big,848,90,68,14,48,55,0,25,42,0,98,0,14,44,7,13,52,84,80,84,78,64,16,72,49,94,60,50,72,32,44,60,13,94,82,56,50,49,87,3,17,87,96,11,56,10,11,7,24,56,26,17,33,14,40,57,46,93,58,52,69,72,54,72,80,79,87,67,67,75,33,44,74,67,45,47,47,24,59,20,57,41,50,16,48,13,50,11,57,95,91,0,0,0,54,49,68,56,0,0,0,53,0,16,45,13,0
Elton Brand,LAC,25.6,Big,2999,80,38,96,80,51,54,47,70,0,84,0,94,75,91,79,76,96,97,85,94,85,80,70,45,30,99,87,49,99,94,92,93,70,26,53,54,54,17,73,48,67,7,50,15,54,74,71,59,79,38,23,34,13,80,78,74,89,84,53,85,73,87,93,41,55,50,78,91,91,29,46,75,69,47,50,50,91,73,94,47,54,48,97,59,99,66,75,81,66,81,0,0,0,30,84,56,79,0,52,48,67,0,60,61,54,0
Jamison Brewer,NYK,24.0,Combo,156,56,75,89,95,68,0,96,0,0,0,0,7,5,2,11,2,1,12,18,0,98,77,1,1,79,2,53,11,1,83,83,91,42,9,3,32,5,20,1,1,67,89,7,26,9,79,53,0,22,0,0,4,1,2,88,0,3,98,66,99,98,84,5,26,23,18,2,93,29,100,8,10,3,66,21,35,42,26,48,64,90,32,33,25,48,2,63,19,0,0,0,0,0,77,58,4,7,95,46,81,11,0,19,5,98,5
Primoz Brezec,CHA,25.1,Big,2264,35,14,94,66,33,29,27,66,0,0,0,60,54,49,41,80,41,51,65,8,74,27,32,20,47,53,83,41,68,7,66,50,78,59,20,30,18,20,22,13,19,23,62,42,81,85,88,5,7,9,11,83,5,13,3,25,19,69,76,87,72,87,90,46,44,45,11,56,25,86,41,43,36,24,33,29,90,77,91,96,88,96,72,74,72,71,70,69,58,66,0,0,0,55,48,68,55,0,0,0,71,0,59,67,39,0
Damone Brown,WAS,25.3,Forward,135,96,0,28,63,46,0,26,0,0,0,0,93,4,89,72,17,53,34,9,85,93,5,70,66,87,42,56,39,11,3,100,21,100,97,0,96,16,89,70,87,1,93,86,97,51,96,93,70,2,84,1,7,0,99,1,99,20,96,79,28,37,31,5,53,19,27,15,60,40,22,2,90,48,59,79,76,22,76,11,18,60,2,36,63,36,9,22,9,13,9,0,0,0,48,54,67,65,0,70,48,4,0,87,76,30,100
Devin Brown,SAS,25.8,Wing,1122,54,46,69,39,69,91,73,44,0,0,0,43,53,58,65,68,6,16,11,40,30,40,6,16,55,24,7,16,10,21,12,25,9,29,16,54,25,43,48,42,33,85,74,85,15,30,21,42,22,40,50,18,63,46,68,35,8,52,77,35,27,54,20,9,17,6,15,78,33,83,10,76,46,6,43,25,58,86,43,50,68,47,57,89,43,41,51,76,10,29,26,56,41,73,56,40,37,77,42,53,45,36,23,19,26,49
Kwame Brown,WAS,22.6,Big,896,22,64,57,42,39,41,41,17,0,0,0,56,55,60,54,16,8,8,18,16,46,25,20,33,8,63,60,39,79,34,25,52,11,45,89,39,70,37,17,16,71,87,39,69,7,25,12,33,41,42,72,41,92,15,85,15,9,40,4,3,2,24,30,39,85,67,19,32,22,16,95,56,89,54,23,33,33,10,58,19,15,44,59,23,74,42,60,42,78,47,0,0,0,41,97,30,73,0,0,0,44,0,78,52,81,0
P.J. Brown,NOP,35.0,Big,2820,27,61,91,60,70,85,53,96,0,85,0,49,43,87,94,86,58,87,68,78,79,44,20,32,4,93,48,8,95,78,88,87,68,54,37,9,11,72,46,59,80,70,27,42,26,25,22,65,81,53,89,95,61,37,46,39,84,80,63,68,77,46,22,59,99,98,81,38,51,37,46,85,78,27,30,27,30,53,22,58,72,50,22,35,19,25,25,37,79,66,0,0,0,28,44,88,83,0,0,0,28,0,33,66,28,0
Tierre Brown,LAL,25.4,Combo,1015,16,28,93,47,21,79,0,47,0,0,0,79,16,72,61,40,41,23,41,26,67,2,69,55,64,76,51,72,72,75,57,47,62,67,69,48,56,63,27,38,76,65,34,46,20,30,23,10,77,4,64,98,39,3,60,2,37,65,16,37,50,27,15,52,39,44,70,63,74,31,69,30,39,83,69,75,4,22,5,10,13,9,6,25,6,19,7,54,18,23,0,76,89,81,91,18,46,30,37,30,7,89,86,81,91,39
Rick Brunson,LAC,32.4,Point,1906,41,61,89,22,63,0,80,49,0,0,0,26,9,72,96,28,52,53,44,55,37,63,50,53,24,69,62,23,78,37,79,65,84,70,29,37,31,77,75,83,21,78,81,88,18,48,33,73,36,82,75,59,72,45,22,58,39,29,54,65,53,68,66,26,40,29,46,59,70,20,18,85,65,91,40,62,61,27,78,44,17,79,61,42,65,22,6,9,41,33,91,28,73,7,6,93,80,91,31,52,13,73,11,80,7,37
Kobe Bryant,LAL,26.2,Wing,2679,93,49,85,61,68,67,14,60,0,0,0,98,95,99,86,20,87,95,83,82,38,98,39,67,18,13,74,42,31,19,47,17,89,59,79,42,59,17,82,55,21,9,67,28,74,94,94,42,50,53,35,31,38,50,26,65,97,23,82,48,64,27,94,11,33,16,39,81,76,46,74,26,41,49,69,65,81,87,71,80,74,89,72,91,55,53,69,61,50,56,15,48,40,60,71,30,43,19,70,56,75,37,100,93,98,98
Greg Buckner,DEN,28.1,Wing,1490,15,90,14,77,42,89,44,56,0,0,0,1,96,53,96,36,45,45,76,28,68,7,45,25,64,78,72,32,85,22,22,34,21,15,52,10,17,62,74,76,54,52,32,33,74,47,58,77,16,87,15,13,15,94,11,96,66,67,28,15,50,5,74,27,79,67,38,79,69,55,67,46,57,34,45,41,57,26,63,61,53,48,47,7,56,98,98,27,14,14,62,69,73,92,14,3,0,83,66,73,100,73,7,4,44,35
Rodney Buford,BKN,27.0,Wing,1251,10,52,53,35,93,0,14,81,0,0,0,59,2,22,15,95,7,14,5,90,21,44,10,13,51,20,20,13,23,45,28,35,30,23,21,46,32,29,38,30,23,57,93,90,29,26,23,55,55,67,60,33,65,51,74,61,16,25,13,17,12,36,27,43,6,6,31,17,17,16,16,93,82,73,36,48,29,5,41,57,43,61,25,7,31,7,10,77,50,61,27,16,19,23,34,93,87,59,35,41,14,22,25,78,18,50
Antonio Burks,MEM,24.7,Point,191,61,91,6,4,15,0,0,0,0,0,0,41,87,28,39,30,10,23,23,93,4,60,8,37,77,4,4,18,0,96,35,9,79,60,8,94,77,67,2,8,78,67,30,43,38,20,23,30,99,7,88,60,82,8,98,1,29,19,34,46,36,68,6,87,26,53,70,86,88,3,65,96,97,46,28,33,87,17,94,89,96,78,78,17,89,87,56,20,100,98,0,0,0,56,56,78,74,17,39,28,94,0,48,44,33,74
Caron Butler,LAL,24.6,Wing,2730,40,78,73,86,57,35,85,91,0,0,0,55,63,20,17,65,36,50,44,77,36,73,28,17,74,19,87,42,16,26,6,11,14,42,18,18,11,38,52,42,24,73,44,60,30,82,68,56,29,67,47,2,43,48,30,66,38,40,90,71,56,77,79,86,30,59,21,45,32,97,77,70,78,1,1,0,80,93,83,90,71,94,62,94,61,35,36,74,38,50,28,14,21,91,60,54,50,36,20,18,60,19,54,25,48,37
Rasual Butler,MIA,25.4,Wing,1153,96,2,31,8,62,0,56,39,0,0,0,49,9,15,14,95,32,11,8,48,60,24,80,87,58,37,50,81,29,48,71,42,92,94,43,47,41,53,82,82,67,59,13,19,47,69,62,55,54,49,65,68,60,49,82,48,7,79,27,83,54,92,59,33,9,12,14,22,13,7,81,80,87,50,54,52,9,16,16,33,61,34,7,15,16,36,27,54,58,59,34,60,56,6,36,78,68,57,77,71,19,58,21,9,32,75
Zarko Cabarkapa,GSW,23.4,Big,448,10,44,44,37,34,0,70,89,0,0,0,79,75,76,62,53,73,59,44,15,73,99,74,81,69,89,7,48,93,98,92,97,39,25,5,95,54,94,74,93,95,59,12,17,1,53,15,71,91,71,69,55,79,47,77,36,68,79,60,95,76,97,96,16,31,17,26,23,19,59,59,35,37,68,52,57,4,53,4,8,31,4,10,79,11,80,69,39,92,74,0,88,70,33,37,52,39,95,89,91,75,70,38,76,31,74
Marcus Camby,DEN,30.6,Big,2015,99,75,86,30,98,39,99,58,0,0,0,64,33,89,92,72,67,69,71,42,41,55,57,80,5,49,92,75,42,93,59,66,41,87,85,57,76,32,26,21,85,19,18,12,47,62,57,25,92,21,49,46,35,21,87,23,82,28,59,27,39,21,71,42,54,51,36,60,49,95,58,42,47,10,12,8,51,74,48,6,41,24,84,82,69,44,62,20,59,45,0,0,0,45,14,90,66,70,60,60,48,0,29,48,18,0
Elden Campbell,DET,36.3,Big,329,29,57,42,37,67,96,39,82,0,0,0,93,16,80,53,28,20,21,30,9,14,99,34,21,68,37,50,54,34,41,24,18,43,13,56,6,10,98,13,66,90,77,2,6,84,45,61,3,26,7,26,94,13,2,2,7,56,2,8,7,5,26,73,7,69,23,40,7,8,83,70,44,57,8,28,15,60,11,63,68,83,53,48,9,56,3,5,38,20,18,0,0,0,32,80,64,79,0,0,0,4,0,30,34,37,0
Brian Cardinal,MEM,27.5,Big,1397,16,100,47,8,11,26,21,99,0,0,0,83,48,93,91,67,70,58,62,54,18,67,72,61,84,56,37,73,41,60,20,29,26,46,70,23,38,86,77,90,69,72,47,63,7,34,17,69,61,68,67,20,72,65,75,63,51,27,4,30,6,89,44,67,24,39,33,84,74,53,24,49,33,88,49,67,77,7,93,97,9,96,41,4,62,17,4,45,39,32,44,62,59,13,20,69,43,94,93,93,7,59,41,72,68,94
Matt Carroll,CHA,24.2,Wing,406,23,65,43,44,74,0,0,83,0,0,0,67,75,8,2,55,89,52,23,89,4,100,97,90,95,98,28,84,98,85,93,96,63,40,87,92,95,83,87,93,16,84,43,68,59,75,74,98,75,97,96,38,99,95,89,92,87,12,11,11,5,63,60,23,48,40,87,5,27,3,49,96,94,46,48,48,10,23,13,41,14,37,6,11,10,9,32,13,78,42,38,0,22,22,64,89,88,64,28,39,15,23,17,18,22,5
Anthony Carter,MIN,29.4,Point,673,100,80,7,56,43,0,0,9,0,0,0,43,19,87,91,7,54,26,25,26,74,68,83,63,94,79,29,78,63,72,42,69,16,48,56,60,60,83,29,51,61,27,29,21,63,68,69,90,72,91,83,14,87,81,86,77,12,83,81,77,52,90,64,46,13,15,18,15,12,97,23,65,46,34,2,6,56,85,44,72,68,40,37,63,38,13,65,22,17,11,0,0,0,89,9,91,78,11,9,9,24,0,19,11,4,2
Vince Carter,BKN,27.8,Wing,2229,83,75,50,65,77,0,76,61,0,0,0,99,77,97,72,75,8,6,6,56,25,17,25,9,98,22,62,19,45,37,28,12,67,28,87,14,45,10,2,2,83,35,26,22,67,27,39,36,66,28,26,79,24,55,85,49,12,43,54,4,32,2,8,88,64,84,8,13,6,7,96,76,95,1,71,27,10,78,9,61,41,52,4,93,5,79,66,70,69,73,66,92,92,52,93,37,68,10,58,37,74,92,69,72,61,87
Vince Carter,TOR,27.8,Wing,605,98,79,50,74,6,76,0,18,0,0,0,90,18,87,64,97,97,96,97,93,42,34,75,50,52,95,89,66,93,82,91,98,30,30,86,7,28,79,43,65,97,5,11,3,57,55,58,41,27,43,23,9,17,70,13,76,94,46,58,88,67,98,97,86,48,63,63,87,87,72,95,2,14,59,80,77,83,69,81,46,80,59,88,62,83,20,34,30,79,54,0,40,26,40,89,65,77,18,50,34,27,28,77,68,70,86
Sam Cassell,MIN,35.0,Point,1520,80,11,35,54,57,0,28,88,0,0,0,94,56,74,20,87,75,65,41,83,53,53,73,71,45,67,55,63,77,26,23,21,34,82,73,23,41,48,65,60,82,53,53,53,21,14,13,78,47,91,84,58,90,65,39,77,64,35,93,44,78,10,78,57,51,57,75,22,35,18,66,93,94,48,8,12,62,95,34,40,39,36,68,94,41,67,94,89,91,94,100,5,16,2,63,100,100,28,26,26,83,14,67,50,56,54
Kelvin Cato,ORL,30.2,Big,1514,75,84,70,31,84,25,51,80,0,0,0,9,84,18,38,30,89,78,75,53,72,48,88,82,44,71,96,88,83,81,71,61,71,84,45,87,82,46,48,42,17,79,29,52,44,91,84,53,80,43,87,86,77,17,59,13,73,69,79,67,71,57,76,53,78,77,89,26,44,89,37,76,66,12,5,4,78,79,72,35,20,36,87,72,78,84,79,85,28,48,0,0,0,75,30,47,32,0,0,0,85,0,14,4,52,0
Lionel Chalmers,LAC,24.0,Combo,383,0,53,68,7,12,0,0,0,0,0,0,33,18,60,68,42,23,19,36,37,54,23,46,76,75,1,78,70,4,9,18,4,82,81,33,63,50,14,84,63,30,94,7,35,73,81,83,72,42,76,86,26,93,43,42,43,38,72,40,55,42,69,9,22,74,54,80,62,71,61,48,27,27,42,77,71,2,53,1,3,90,2,4,40,3,23,12,33,98,89,0,36,11,61,42,30,23,35,89,67,49,11,91,93,82,72
Tyson Chandler,CHI,22.1,Big,2164,86,76,64,90,95,40,63,43,0,87,0,17,97,37,55,12,61,63,35,38,76,94,57,83,59,20,21,74,21,10,61,30,89,98,69,23,37,74,67,79,22,86,88,94,64,6,14,20,20,23,20,33,28,32,21,33,30,71,74,93,76,96,25,71,2,14,72,79,84,50,22,52,33,52,72,68,69,49,59,53,10,65,70,61,56,63,57,22,40,18,0,0,0,84,43,31,20,0,0,0,63,0,91,86,75,0
Calbert Cheaney,GSW,33.3,Wing,926,85,5,32,49,49,84,67,7,0,0,0,27,4,44,63,66,41,12,8,61,33,77,87,80,80,40,51,92,18,84,48,49,48,85,48,70,62,37,26,25,81,77,3,9,68,74,77,64,88,44,71,88,41,53,78,43,12,43,12,19,26,21,7,89,21,49,3,70,34,22,66,99,100,1,4,1,24,5,55,19,12,46,35,19,51,10,92,53,24,35,0,0,0,42,79,96,100,4,4,4,31,0,33,35,17,0
Josh Childress,ATL,21.4,Wing,2328,78,40,59,100,89,57,72,64,0,0,0,17,74,29,52,35,52,87,68,54,90,70,15,35,9,51,48,21,30,32,33,40,32,58,29,21,18,51,57,56,42,72,50,66,61,37,43,40,49,39,29,28,34,44,52,47,81,93,79,92,91,78,56,42,76,71,95,28,65,79,45,70,62,23,15,15,23,65,23,22,83,21,35,63,35,50,53,19,7,6,7,0,4,99,22,14,11,27,10,12,86,5,71,61,26,59
Doug Christie,ORL,34.5,Wing,527,46,100,54,20,21,0,43,0,0,0,0,23,3,64,85,1,69,26,73,18,4,36,95,89,88,17,97,89,49,18,71,13,98,64,68,29,46,92,98,99,2,68,91,92,97,53,83,81,33,83,95,52,93,43,39,50,74,4,18,38,52,30,45,97,25,52,28,97,90,68,53,68,65,34,18,18,6,11,15,10,44,10,8,2,30,2,3,8,86,68,0,0,2,26,23,95,90,55,25,32,11,3,6,7,7,5
Doug Christie,SAC,34.5,Wing,987,57,83,78,50,38,0,10,96,0,0,0,28,30,95,99,2,22,7,18,2,61,62,72,68,93,13,32,69,38,4,57,44,74,53,12,97,85,51,82,76,2,81,96,98,23,80,63,69,6,85,47,48,67,67,19,77,5,52,92,83,78,77,17,91,2,9,17,98,93,27,65,63,70,85,31,51,16,86,25,74,21,42,12,60,21,14,16,65,82,85,1,54,7,63,7,87,69,46,30,32,39,8,20,16,19,67
Speedy Claxton,GSW,26.5,Point,1500,48,89,39,67,59,0,81,44,0,0,0,54,78,57,57,80,59,72,81,62,20,43,37,14,59,84,38,10,81,60,19,56,5,11,32,31,29,43,46,42,12,37,42,32,92,93,97,99,76,98,91,20,97,98,74,96,63,7,42,22,24,35,89,85,45,70,91,23,43,76,33,46,36,67,34,43,97,55,96,93,81,87,93,25,93,37,78,35,74,56,0,0,2,80,96,50,70,31,19,17,67,2,89,48,81,31
Speedy Claxton,NOP,26.5,Point,365,67,96,57,15,52,85,0,0,0,0,0,61,22,96,100,44,47,13,22,35,27,27,93,52,100,23,69,98,26,31,9,23,9,67,98,95,99,73,0,1,47,6,91,55,72,34,45,17,11,17,5,69,10,64,14,52,23,8,13,10,2,66,46,12,4,3,8,73,41,72,6,33,9,95,72,85,11,30,6,1,2,0,41,56,26,7,33,89,7,17,0,0,0,76,91,69,81,9,15,15,19,0,74,17,76,2
Jason Collier,ATL,27.1,Big,927,17,22,26,46,9,94,49,44,0,0,0,86,24,17,6,66,10,9,15,19,65,3,24,8,60,39,77,18,51,72,32,48,23,22,19,12,8,30,19,15,65,50,10,12,71,79,82,25,36,30,30,91,26,35,33,45,7,55,25,62,32,80,46,43,22,24,39,6,7,24,52,82,79,70,27,39,10,38,7,15,48,13,13,76,14,48,71,45,56,48,0,0,0,29,55,79,76,89,64,84,45,0,36,25,51,74
Jarron Collins,UTA,25.9,Big,948,2,5,28,18,14,73,29,51,0,0,0,12,73,77,96,54,79,76,73,88,46,13,67,33,66,60,80,56,41,59,32,24,48,19,47,59,52,91,3,12,85,0,15,1,98,90,98,74,53,51,88,74,41,46,14,42,80,27,65,15,38,9,87,72,31,39,31,78,65,73,55,61,62,20,21,18,90,79,92,86,65,95,88,86,84,12,9,26,67,46,0,0,0,52,40,72,59,0,0,0,14,0,26,5,62,0
Jason Collins,BKN,25.9,Big,2541,45,68,49,21,36,36,6,37,0,0,0,14,37,52,82,52,97,48,51,68,72,14,100,89,95,99,97,97,100,94,99,98,86,86,54,41,43,84,37,65,97,14,1,0,84,80,86,87,57,91,83,20,91,73,70,74,28,65,98,94,93,84,78,26,56,43,27,53,38,63,56,66,65,14,34,24,61,94,32,65,30,51,50,80,34,11,11,11,70,47,0,0,0,39,24,89,72,0,75,71,13,0,18,36,21,74
Nick Collison,OKC,24.0,Big,1362,59,53,9,84,45,76,41,55,0,0,0,34,68,23,25,61,75,46,21,52,75,74,87,95,62,59,20,83,64,72,72,57,82,66,74,89,91,70,84,88,77,41,74,67,14,13,10,65,86,65,92,82,94,32,80,38,26,71,87,96,96,71,26,47,46,46,24,18,14,95,10,47,20,19,42,34,42,42,44,41,37,36,46,21,52,84,64,29,17,17,0,0,0,93,25,20,10,77,68,71,86,0,79,60,77,0
Brian Cook,LAL,23.9,Big,1021,37,39,37,11,25,94,49,69,0,0,0,75,22,39,24,99,86,85,75,91,45,36,70,79,70,87,9,44,78,88,91,83,87,50,46,94,91,18,63,40,84,81,8,20,52,37,41,89,87,73,94,95,84,73,60,61,90,42,24,54,64,35,52,60,51,57,35,76,69,7,12,40,19,94,97,98,43,17,55,65,61,84,33,17,37,66,13,68,51,51,31,85,81,6,3,60,19,95,98,97,18,81,5,48,28,91
Jamal Crawford,NYK,24.6,Wing,2667,34,60,98,5,13,38,6,78,0,0,0,85,33,88,71,71,28,55,35,92,22,52,15,8,50,24,71,32,58,18,9,17,13,9,19,27,16,89,9,34,58,7,77,33,60,51,53,7,24,15,22,55,28,7,30,18,78,9,78,19,4,74,35,56,50,54,79,6,15,20,40,21,20,93,91,93,15,90,5,15,50,13,24,93,7,57,23,63,63,65,74,44,57,16,48,33,31,69,92,86,26,54,83,86,95,89
Austin Croshere,IND,29.5,Forward,1783,30,41,74,59,93,30,46,97,0,0,0,30,78,50,61,24,9,28,23,23,32,83,3,5,20,63,37,8,80,51,42,59,30,29,17,20,11,5,20,4,48,89,31,70,36,34,32,11,39,11,20,76,21,16,57,17,22,32,46,24,16,60,39,33,7,8,46,22,26,81,4,15,4,97,83,92,76,72,81,37,79,14,85,73,96,13,26,26,20,15,36,11,13,54,15,33,13,61,89,85,28,13,46,43,72,72
Eddy Curry,CHI,21.9,Big,1789,51,7,83,29,16,34,8,60,0,0,0,90,85,24,9,20,22,29,88,4,15,29,26,41,2,32,84,15,67,62,59,46,74,79,72,27,42,20,10,7,79,41,10,10,89,54,74,52,66,50,32,85,46,68,61,65,48,16,22,42,38,56,90,61,70,71,23,66,50,96,75,11,21,48,20,27,47,51,58,68,70,63,28,53,46,83,87,53,12,36,0,0,0,72,84,11,36,0,0,0,84,0,27,6,72,0
Michael Curry,IND,36.2,Wing,242,87,15,1,64,14,0,60,0,0,0,0,0,14,45,100,41,3,3,1,20,10,85,24,7,82,45,86,14,61,38,65,58,69,12,47,22,30,36,13,15,4,90,11,35,80,100,100,88,16,87,22,3,11,96,68,96,3,20,77,7,3,50,98,1,4,0,0,4,0,42,15,94,82,4,41,19,80,86,57,27,4,14,96,98,92,33,19,100,52,93,0,0,0,61,18,100,98,0,0,0,61,0,8,11,3,0
Samuel Dalembert,PHI,24.5,Big,1771,87,54,43,76,73,72,89,23,0,90,0,39,57,14,13,18,74,55,89,36,31,11,79,71,51,25,86,77,40,40,72,37,93,95,87,47,72,62,10,19,7,34,72,60,91,87,94,44,28,36,62,36,63,34,32,30,46,7,74,14,13,28,94,61,84,81,72,50,61,19,59,71,74,52,55,54,99,98,93,98,78,92,94,93,83,80,94,29,20,20,0,0,0,67,72,33,42,0,0,0,80,0,17,7,47,0
Erick Dampier,DAL,29.3,Big,1598,72,3,56,93,81,47,65,27,0,0,0,28,94,34,39,11,84,59,83,16,77,10,91,77,28,97,89,80,99,96,85,98,19,44,94,28,74,52,53,48,93,6,4,1,62,94,91,62,52,59,75,87,70,41,36,41,50,56,45,22,63,6,39,71,59,70,93,84,93,82,37,59,50,48,16,23,89,85,87,58,58,61,91,81,89,91,58,78,71,82,0,0,0,89,48,15,14,75,58,61,92,0,46,16,80,0
